id	SPE_0xA_AR01	SPE_0xA_AR02	SPE_0xA_AR03	SPE_0xA_AR04	SPE_0xA_AR05	SPE_0xA_AR06	SPE_0xA_AR07	SPE_0xA_AR08	SPE_0xA_AR09	SPE_0xA_AR10
S1_L_T9133	26	20	24	19	20	12	12	16	12	16
S1_L_T9134	44	46	45	47	34	21	27	29	21	14
S1_L_T9135	76	57	85	87	119	49	71	148	209	101
S1_L_T9136	26	21	22	24	33	34	37	40	45	12
S1_L_T9137	6	8	4	7	5	1	1	3	2	1
S1_L_T9138	2	2	1	0	1	1	1	0	0	0
S1_L_T9139	54	51	18	22	16	10	13	7	9	8
S1_L_T914	16	11	14	8	15	12	6	15	25	7
S1_L_T9140	7	8	7	7	9	12	8	7	6	3
S1_L_T9141	76	88	46	39	35	11	11	8	12	10
S1_L_T9142	105	88	56	40	43	24	29	20	32	12
S1_L_T9143	10	10	2	4	4	1	3	4	2	2
S1_L_T9144	15	23	14	6	8	10	9	8	10	5
S1_L_T9145	192	126	132	139	146	46	31	74	68	18
S1_L_T9146	36	21	8	17	6	8	5	10	9	8
S1_L_T9147	42	30	16	15	16	8	6	7	2	8
S1_L_T9148	5	3	3	1	1	2	1	2	2	0
S1_L_T9149	6	6	3	4	4	2	0	1	1	0
S1_L_T915	61	57	38	43	45	32	35	32	38	27
S1_L_T9150	8	2	0	8	3	0	1	4	1	0
S1_L_T9151	6	4	2	2	1	2	0	1	1	0
S1_L_T9152	5	6	3	3	4	1	3	4	5	1
S1_L_T9153	9	12	11	8	9	3	2	4	6	1
S1_L_T9154	195	116	119	103	134	26	20	34	36	10
S1_L_T9155	86	41	31	20	22	8	9	8	4	5
S1_L_T9156	0	1	2	0	5	3	3	2	2	2
S1_L_T9157	196	153	101	88	67	56	48	26	25	18
S1_L_T9158	138	155	94	91	88	66	69	56	67	32
S1_L_T9159	3	4	3	5	5	4	1	1	5	0
S1_L_T916	17	15	21	16	28	22	5	10	22	6
S1_L_T9160	12	15	8	7	2	6	5	5	3	4
S1_L_T9161	27	13	17	21	23	8	19	13	17	7
S1_L_T9162	58	38	20	22	5	11	9	6	7	0
S1_L_T9163	4	2	2	1	1	0	0	2	1	1
S1_L_T9164	83	79	43	37	51	28	21	15	22	5
S1_L_T9165	55	36	35	32	38	18	17	11	7	3
S1_L_T9166	0	0	0	0	0	0	0	0	1	1
S1_L_T9167	5	2	0	1	1	3	0	2	1	0
S1_L_T9168	6	4	4	5	2	0	2	0	0	0
S1_L_T9169	128	100	81	83	98	57	56	50	39	20
S1_L_T917	9	5	9	1	10	1	1	2	5	1
S1_L_T9170	51	29	10	16	22	10	9	8	6	7
S1_L_T9171	1	1	0	1	1	0	0	0	1	0
S1_L_T9172	0	0	0	0	0	0	0	0	0	0
S1_L_T9173	79	28	23	20	11	18	16	8	3	3
S1_L_T9174	50	52	46	59	57	30	32	32	35	8
S1_L_T9175	20	12	15	7	13	9	9	12	19	2
S1_L_T9176	6	8	8	5	18	3	2	3	6	4
S1_L_T9177	53	17	25	29	71	8	12	99	132	80
S1_L_T9178	103	86	70	56	53	51	52	37	48	23
S1_L_T9179	61	68	33	34	39	24	14	14	16	8
S1_L_T918	77	61	35	37	43	39	33	28	29	14
S1_L_T9180	0	1	0	3	2	1	0	1	0	0
S1_L_T9181	38	34	32	29	36	23	28	45	54	24
S1_L_T9182	20	18	14	4	9	4	5	2	1	3
S1_L_T9183	0	1	0	0	0	0	0	0	0	0
S1_L_T9184	52	52	19	30	27	30	24	23	29	7
S1_L_T9185	37	22	16	18	16	4	9	4	7	6
S1_L_T9186	28	18	9	11	17	8	12	12	10	9
S1_L_T9187	10	6	6	6	11	8	5	8	11	8
S1_L_T9188	9	6	11	9	10	5	10	3	4	2
S1_L_T9189	17	8	5	6	10	6	3	9	10	4
S1_L_T919	40	29	24	26	30	32	21	19	38	17
S1_L_T9190	22	43	22	28	26	24	22	17	32	8
S1_L_T9191	170	160	96	75	62	38	21	17	18	10
S1_L_T9192	20	10	8	6	11	4	1	21	31	15
S1_L_T9193	1	0	0	0	0	0	0	0	0	0
S1_L_T9194	15	10	7	13	9	5	6	3	1	1
S1_L_T9195	47	28	15	11	12	11	10	4	3	3
S1_L_T9196	2	2	2	0	1	0	0	1	0	0
S1_L_T9197	43	28	21	31	46	14	9	45	51	12
S1_L_T9198	13	6	7	4	4	0	0	1	3	0
S1_L_T9199	2	3	0	0	0	0	0	1	0	0
S1_L_T92	0	5	7	1	7	0	2	2	3	2
S1_L_T920	181	129	142	145	167	73	70	135	136	38
S1_L_T9200	59	37	37	34	49	20	27	72	57	11
S1_L_T9201	0	0	0	0	0	0	0	0	0	0
S1_L_T9202	29	44	34	22	22	29	33	8	24	6
S1_L_T9203	251	204	190	192	224	29	16	52	67	28
S1_L_T9204	9	8	2	10	4	5	8	2	4	0
S1_L_T9205	5	2	1	3	6	0	2	7	15	8
S1_L_T9206	65	49	39	34	24	10	9	8	10	3
S1_L_T9207	5	3	3	6	4	3	2	1	2	0
S1_L_T9208	197	263	214	188	244	124	92	117	93	22
S1_L_T9209	62	46	49	34	47	24	36	31	24	19
S1_L_T921	28	29	36	39	35	10	10	15	22	3
S1_L_T9210	10	13	7	5	6	4	1	5	1	1
S1_L_T9211	53	39	46	45	51	24	22	91	96	54
S1_L_T9212	30	14	21	24	33	11	6	41	57	15
S1_L_T9213	5	4	5	7	11	3	3	16	27	14
S1_L_T9214	0	0	0	0	0	0	0	0	0	0
S1_L_T9215	30	17	23	20	23	14	26	25	30	22
S1_L_T9216	11	7	10	4	6	5	9	11	12	8
S1_L_T9217	39	19	36	25	69	1	1	8	3	6
S1_L_T9218	2	0	0	2	0	1	1	0	0	0
S1_L_T9219	45	32	23	15	17	2	5	7	4	4
S1_L_T922	27	23	18	21	22	22	17	30	31	10
S1_L_T9220	6	9	9	2	6	7	7	3	5	1
S1_L_T9221	58	51	35	34	36	21	16	18	24	4
S1_L_T9222	18	10	10	9	10	2	1	4	0	1
S1_L_T9223	94	80	47	37	29	16	16	6	4	8
S1_L_T9224	4	4	0	1	1	0	0	1	2	0
S1_L_T9225	71	72	76	51	79	44	53	71	100	50
S1_L_T9226	9	14	5	10	15	6	4	4	2	2
S1_L_T9227	3	2	7	3	2	0	4	5	8	2
S1_L_T9228	191	159	109	117	117	118	123	110	110	47
S1_L_T9229	21	16	9	11	10	6	5	1	4	1
S1_L_T923	58	44	44	54	54	15	12	32	21	7
S1_L_T9230	17	10	12	1	13	0	2	7	9	3
S1_L_T9231	34	24	25	23	20	9	7	8	14	8
S1_L_T9232	91	66	47	57	48	37	18	23	21	9
S1_L_T9233	30	34	30	27	26	18	15	12	5	5
S1_L_T9234	5	13	6	5	11	14	8	8	19	3
S1_L_T9235	76	25	38	27	33	15	17	34	48	27
S1_L_T9236	24	27	16	20	13	13	10	8	9	6
S1_L_T9237	83	68	29	29	26	8	7	2	10	9
S1_L_T9238	141	142	122	120	108	78	96	101	108	47
S1_L_T9239	22	34	17	17	19	9	8	1	7	5
S1_L_T924	105	76	66	71	82	16	26	29	23	9
S1_L_T9240	159	86	51	50	35	22	11	10	12	10
S1_L_T9241	59	61	57	65	58	30	32	66	84	34
S1_L_T9242	194	133	103	105	124	55	62	82	90	25
S1_L_T9243	7	11	8	5	5	1	3	4	3	1
S1_L_T9244	30	21	15	24	22	17	14	26	16	9
S1_L_T9245	8	5	5	4	2	0	5	3	2	2
S1_L_T9246	45	31	22	23	24	14	15	4	12	3
S1_L_T9247	21	29	7	14	13	11	17	12	18	6
S1_L_T9248	24	27	18	14	11	4	7	2	8	4
S1_L_T9249	10	3	10	1	5	1	2	1	2	0
S1_L_T925	40	23	41	33	38	6	4	12	15	6
S1_L_T9250	43	38	33	34	33	25	13	37	53	14
S1_L_T9251	23	18	10	11	8	5	2	6	6	1
S1_L_T9252	59	59	79	89	79	24	22	41	36	6
S1_L_T9253	4	10	9	10	11	15	10	18	28	10
S1_L_T9254	24	34	12	11	7	3	6	7	6	6
S1_L_T9255	24	21	9	10	8	6	7	8	5	4
S1_L_T9256	24	18	9	14	14	7	7	11	8	3
S1_L_T9257	14	17	5	4	7	4	10	8	4	1
S1_L_T9258	37	30	27	22	33	11	22	16	16	5
S1_L_T9259	8	14	17	7	11	6	8	6	11	7
S1_L_T926	194	225	163	147	165	132	125	112	120	36
S1_L_T9260	17	28	34	32	42	18	18	14	31	4
S1_L_T9261	5	23	12	10	9	9	9	7	10	3
S1_L_T9262	44	34	19	13	12	5	9	2	3	3
S1_L_T9263	3	1	0	1	1	0	0	1	3	0
S1_L_T9264	37	20	16	22	30	3	3	5	6	2
S1_L_T9265	164	169	106	124	140	61	42	35	33	10
S1_L_T9266	29	25	18	12	8	10	19	9	21	7
S1_L_T9267	32	29	25	17	11	7	7	5	9	2
S1_L_T9268	66	61	30	31	15	19	10	6	2	2
S1_L_T9269	4	4	3	3	2	3	1	3	2	0
S1_L_T927	87	70	68	71	90	57	59	79	116	33
S1_L_T9270	11	16	13	8	11	5	5	2	3	2
S1_L_T9271	3	2	1	2	1	0	2	0	0	1
S1_L_T9272	121	75	72	92	109	55	64	132	206	66
S1_L_T9273	24	17	9	8	12	5	5	2	4	1
S1_L_T9274	7	2	5	2	1	1	2	2	2	0
S1_L_T9275	2	3	1	2	1	1	1	1	0	0
S1_L_T9276	37	48	37	60	86	19	23	113	128	60
S1_L_T9277	25	26	19	18	21	13	9	7	8	4
S1_L_T9278	43	40	28	20	22	15	9	8	7	6
S1_L_T9279	17	6	9	4	11	2	6	18	16	4
S1_L_T928	28	7	13	8	12	2	2	20	26	5
S1_L_T9280	0	9	2	11	6	2	1	2	3	2
S1_L_T9281	33	14	18	18	25	4	9	12	16	9
S1_L_T9282	123	73	63	50	59	37	36	19	36	5
S1_L_T9283	50	42	39	40	33	33	26	23	28	15
S1_L_T9284	109	106	67	65	79	39	58	56	57	30
S1_L_T9285	5	1	1	3	2	0	1	1	1	0
S1_L_T9286	81	75	69	74	68	27	38	82	72	21
S1_L_T9287	6	5	5	1	1	0	4	1	0	0
S1_L_T9288	99	112	57	53	38	11	17	13	12	12
S1_L_T9289	174	167	108	124	91	46	38	15	14	12
S1_L_T929	89	72	62	59	76	37	43	46	33	13
S1_L_T9290	0	0	0	0	0	0	0	0	0	0
S1_L_T9291	37	42	25	30	31	19	8	7	5	2
S1_L_T9292	4	8	5	2	1	5	3	1	0	1
S1_L_T9293	1	1	0	0	2	1	1	0	4	1
S1_L_T9294	31	31	20	21	18	5	9	7	19	3
S1_L_T9295	131	87	56	41	40	15	19	15	13	13
S1_L_T9296	4	5	0	5	3	2	2	1	1	0
S1_L_T9297	101	93	76	64	69	32	37	25	28	13
S1_L_T9298	149	140	93	85	60	32	20	9	15	10
S1_L_T9299	140	122	52	58	32	29	22	14	21	9
S1_L_T93	10	11	9	10	8	4	7	5	6	1
S1_L_T930	1	1	5	7	5	1	0	1	3	1
S1_L_T9300	2	1	0	2	1	0	0	0	0	0
S1_L_T9301	16	14	5	10	12	6	2	0	6	6
S1_L_T9302	39	51	24	21	27	12	15	3	7	5
S1_L_T9303	69	45	34	28	27	10	13	8	7	3
S1_L_T9304	407	286	266	224	275	169	197	301	331	169
S1_L_T9305	29	22	24	26	29	6	12	11	5	4
S1_L_T9306	52	36	30	30	39	14	9	26	32	6
S1_L_T9307	96	120	71	73	50	52	43	41	45	20
S1_L_T9308	58	29	32	30	37	11	16	33	50	18
S1_L_T9309	90	71	58	61	84	40	46	54	57	25
S1_L_T931	108	97	70	71	80	51	48	38	36	14
S1_L_T9310	119	97	70	58	76	36	42	29	37	13
S1_L_T9311	13	16	5	13	6	11	8	12	16	7
S1_L_T9312	2	0	0	0	0	0	0	0	0	0
S1_L_T9313	0	0	0	0	0	0	0	0	0	0
S1_L_T9314	12	18	7	11	10	2	2	4	6	1
S1_L_T9315	30	22	14	10	16	9	5	10	7	4
S1_L_T9316	18	4	8	7	9	0	1	1	1	2
S1_L_T9317	127	115	68	64	51	27	22	17	12	3
S1_L_T9318	48	30	21	20	27	6	7	19	15	12
S1_L_T9319	4	10	3	4	3	1	2	4	2	0
S1_L_T932	200	99	124	146	133	27	15	56	79	27
S1_L_T9320	161	159	87	80	97	76	92	99	106	52
S1_L_T9321	411	251	217	243	239	106	137	217	260	91
S1_L_T9322	31	41	34	26	29	33	20	11	22	8
S1_L_T9323	17	7	16	8	12	4	5	19	18	5
S1_L_T9324	86	53	30	40	26	22	21	10	12	10
S1_L_T9325	48	39	41	52	54	34	42	67	85	37
S1_L_T9326	403	332	249	279	291	181	143	108	83	25
S1_L_T9327	130	100	43	64	34	20	29	20	20	8
S1_L_T9328	82	55	26	24	22	10	15	3	9	6
S1_L_T9329	71	54	45	34	38	18	37	20	28	13
S1_L_T933	65	60	51	50	46	49	52	34	39	14
S1_L_T9330	194	79	114	124	153	36	23	82	68	24
S1_L_T9331	0	2	3	2	0	2	0	3	1	2
S1_L_T9332	5	3	5	7	5	1	2	7	4	2
S1_L_T9333	7	3	2	2	2	4	2	0	2	0
S1_L_T9334	123	87	73	60	74	37	26	17	15	7
S1_L_T9335	83	57	50	59	62	45	47	43	55	26
S1_L_T9336	160	121	109	98	112	68	83	73	118	52
S1_L_T9337	22	5	11	9	6	2	6	7	16	5
S1_L_T9338	745	435	259	206	173	103	96	54	55	38
S1_L_T9339	122	109	81	66	72	47	51	72	107	22
S1_L_T934	27	8	10	15	12	0	0	3	1	0
S1_L_T9340	313	198	121	116	101	56	73	34	48	9
S1_L_T9341	27	35	22	17	28	27	29	30	22	4
S1_L_T9342	0	0	0	1	0	0	0	0	0	0
S1_L_T9343	56	32	34	26	32	7	9	24	25	10
S1_L_T9344	14	9	9	16	13	8	7	6	16	8
S1_L_T9345	47	42	47	35	39	34	34	17	32	22
S1_L_T9346	16	9	9	15	8	5	5	3	4	6
S1_L_T9347	96	72	82	65	86	42	45	78	67	32
S1_L_T9348	20	22	9	15	12	23	21	17	16	5
S1_L_T9349	218	185	141	123	108	50	44	43	47	20
S1_L_T935	11	12	4	11	4	1	3	6	5	2
S1_L_T9350	4	7	4	2	2	0	0	0	1	0
S1_L_T9351	129	82	38	29	29	13	10	12	10	2
S1_L_T9352	91	61	42	42	51	35	31	7	22	3
S1_L_T9353	49	59	48	61	53	34	29	13	17	8
S1_L_T9354	28	22	28	23	26	8	18	39	45	27
S1_L_T9355	140	123	94	90	100	87	107	116	131	69
S1_L_T9356	63	44	29	28	26	26	27	16	15	8
S1_L_T9357	86	74	41	47	39	28	40	32	43	10
S1_L_T9358	30	13	19	18	10	7	10	12	20	10
S1_L_T9359	1	1	0	0	0	1	1	0	0	0
S1_L_T936	33	23	15	23	27	12	3	9	13	4
S1_L_T9360	37	20	26	25	17	10	5	21	34	18
S1_L_T9361	9	6	11	10	9	16	9	15	8	1
S1_L_T9362	30	22	13	9	7	10	4	1	4	2
S1_L_T9363	14	7	7	8	10	4	0	4	8	5
S1_L_T9364	18	17	22	13	20	17	20	23	34	17
S1_L_T9365	22	13	7	6	10	6	6	3	1	1
S1_L_T9366	85	34	64	58	107	15	15	55	45	11
S1_L_T9367	21	16	11	3	12	4	1	1	2	2
S1_L_T9368	3	4	3	7	2	4	0	2	2	1
S1_L_T9369	0	0	1	0	1	0	0	0	0	0
S1_L_T937	44	44	28	18	24	10	12	8	9	3
S1_L_T9370	7	1	0	3	3	3	3	2	1	2
S1_L_T9371	18	17	8	5	5	3	5	2	4	1
S1_L_T9372	107	84	54	49	37	30	30	20	23	16
S1_L_T9373	3	2	0	1	0	0	0	1	1	0
S1_L_T9374	9	5	9	4	8	0	2	5	6	1
S1_L_T9375	220	151	92	84	107	78	103	71	104	42
S1_L_T9376	6	13	10	7	8	10	8	9	9	8
S1_L_T9377	11	9	9	11	1	5	6	0	0	2
S1_L_T9378	81	82	37	43	32	21	15	9	25	12
S1_L_T9379	70	62	41	25	32	17	14	24	19	6
S1_L_T938	9	11	6	7	2	2	2	4	6	2
S1_L_T9380	8	9	3	5	6	0	0	3	5	1
S1_L_T9381	132	118	64	53	47	28	33	19	16	20
S1_L_T9382	3	2	4	1	2	2	3	3	7	2
S1_L_T9383	50	29	40	41	42	14	17	17	11	2
S1_L_T9384	12	13	5	11	5	6	4	5	1	1
S1_L_T9385	1	1	0	0	0	0	0	1	0	1
S1_L_T9386	8	12	4	7	6	1	3	2	2	0
S1_L_T9387	1	0	0	1	1	0	0	0	1	0
S1_L_T9388	2	1	1	0	2	0	1	1	0	0
S1_L_T9389	34	36	16	21	23	6	13	4	3	1
S1_L_T939	16	18	12	10	15	16	17	12	16	11
S1_L_T9390	6	5	3	3	2	2	1	1	1	0
S1_L_T9391	222	86	109	124	139	24	21	57	48	16
S1_L_T9392	51	45	49	49	45	22	17	35	35	10
S1_L_T9393	2	3	2	1	2	1	0	1	3	0
S1_L_T9394	415	407	346	391	449	206	177	173	115	59
S1_L_T9395	8	9	5	12	8	1	4	1	8	2
S1_L_T9396	25	27	35	28	37	8	9	29	24	2
S1_L_T9397	18	18	6	12	8	8	8	6	7	3
S1_L_T9398	151	143	154	154	167	147	184	192	224	52
S1_L_T9399	316	268	170	142	135	90	85	75	82	30
S1_L_T94	90	49	54	60	52	9	6	9	9	2
S1_L_T940	5	12	4	8	6	2	2	3	1	1
S1_L_T9400	168	144	80	64	67	42	33	21	18	19
S1_L_T9401	22	23	19	18	20	10	10	5	7	6
S1_L_T9402	19	10	23	17	23	0	2	3	8	1
S1_L_T9403	14	7	11	10	10	11	7	9	9	4
S1_L_T9404	0	0	0	0	0	0	0	0	0	0
S1_L_T9405	23	11	12	4	4	3	0	2	1	2
S1_L_T9406	727	582	550	545	668	426	523	916	1070	458
S1_L_T9407	27	24	22	22	32	20	24	22	21	11
S1_L_T9408	15	3	9	4	8	0	5	1	1	1
S1_L_T9409	15	15	8	12	12	0	7	3	4	0
S1_L_T941	3	2	3	2	3	2	1	3	3	2
S1_L_T9410	5	1	6	4	9	0	0	2	3	1
S1_L_T9411	37	53	32	36	42	19	23	27	23	3
S1_L_T9412	3	2	2	2	3	1	1	3	9	4
S1_L_T9413	2	1	1	0	3	3	2	2	1	0
S1_L_T9414	9	4	5	12	8	7	6	2	10	4
S1_L_T9415	54	51	43	42	40	21	30	38	43	23
S1_L_T9416	27	47	31	40	42	33	37	37	49	14
S1_L_T9417	24	22	21	22	31	32	23	29	27	20
S1_L_T9418	31	36	38	35	22	9	19	16	16	7
S1_L_T9419	152	111	58	74	57	34	32	18	23	14
S1_L_T942	82	42	48	36	51	21	13	65	84	32
S1_L_T9420	31	36	15	21	32	19	30	14	24	7
S1_L_T9421	96	95	68	74	85	92	107	114	183	130
S1_L_T9422	14	9	14	7	13	4	15	10	15	7
S1_L_T9423	76	51	28	40	41	30	32	33	38	21
S1_L_T9424	44	36	15	9	14	6	4	4	5	1
S1_L_T9425	1	0	0	0	0	0	0	1	0	0
S1_L_T9426	66	38	23	23	24	12	10	21	26	9
S1_L_T9427	38	28	31	24	17	9	11	5	7	3
S1_L_T9428	11	4	2	4	3	5	4	0	2	0
S1_L_T9429	349	281	270	237	305	79	62	82	80	26
S1_L_T943	50	44	31	29	14	19	7	8	6	4
S1_L_T9430	37	38	14	18	13	8	5	9	6	8
S1_L_T9431	0	4	2	1	1	5	2	0	2	1
S1_L_T9432	70	53	30	22	25	18	16	15	21	8
S1_L_T9433	65	72	40	33	29	6	7	7	9	4
S1_L_T9434	13	20	4	10	5	3	9	5	4	0
S1_L_T9435	31	18	25	26	28	21	17	33	42	28
S1_L_T9436	21	18	14	10	8	8	3	7	3	1
S1_L_T9437	159	147	68	61	49	27	18	9	17	7
S1_L_T9438	90	79	42	37	38	24	25	9	23	13
S1_L_T9439	13	11	21	15	23	1	0	2	6	3
S1_L_T944	9	19	8	7	12	6	7	3	8	1
S1_L_T9440	26	22	23	23	20	11	18	17	27	7
S1_L_T9441	15	19	6	14	10	7	1	1	2	1
S1_L_T9442	97	51	78	72	96	21	25	73	92	19
S1_L_T9443	8	10	1	4	3	2	1	1	0	0
S1_L_T9444	33	26	22	17	20	25	8	16	15	5
S1_L_T9445	51	49	57	49	73	29	30	48	70	26
S1_L_T9446	18	13	11	13	10	2	5	7	10	5
S1_L_T9447	21	18	10	11	13	10	1	7	10	0
S1_L_T9448	26	35	24	22	12	8	2	4	6	6
S1_L_T9449	0	1	0	1	1	0	0	0	0	0
S1_L_T945	45	37	29	30	29	23	27	22	21	11
S1_L_T9450	6	7	6	5	3	3	5	0	0	0
S1_L_T9451	42	45	28	35	36	24	26	21	15	2
S1_L_T9452	0	0	0	0	0	0	0	0	0	0
S1_L_T9453	138	126	72	51	53	18	25	7	11	6
S1_L_T9454	69	50	56	55	74	35	38	67	98	48
S1_L_T9455	0	0	0	0	0	0	0	0	1	0
S1_L_T9456	470	378	246	238	265	141	156	187	216	95
S1_L_T9457	78	75	47	38	46	35	35	27	32	13
S1_L_T9458	45	23	13	21	22	8	13	17	22	12
S1_L_T9459	82	38	11	23	21	13	14	4	7	3
S1_L_T946	4	4	4	5	3	0	0	2	2	0
S1_L_T9460	0	0	0	0	0	0	0	0	0	0
S1_L_T9461	8	14	9	6	10	9	6	10	10	6
S1_L_T9462	90	70	43	56	49	47	40	51	42	16
S1_L_T9463	39	35	17	22	18	6	9	10	8	6
S1_L_T9464	101	67	41	31	14	22	19	12	9	7
S1_L_T9465	137	95	64	58	45	26	24	18	18	18
S1_L_T9466	145	79	130	106	171	33	52	228	362	124
S1_L_T9467	29	23	18	24	9	12	7	8	6	6
S1_L_T9468	12	12	6	3	3	0	3	1	2	2
S1_L_T9469	1	1	3	4	2	1	0	0	2	0
S1_L_T947	5	5	5	4	6	4	10	7	11	4
S1_L_T9470	1	0	8	7	8	0	0	2	4	0
S1_L_T9471	0	0	1	0	0	0	0	0	0	0
S1_L_T9472	32	31	22	17	15	8	9	2	5	0
S1_L_T9473	2	1	0	1	2	2	0	0	0	0
S1_L_T9474	21	26	29	22	16	10	13	4	8	0
S1_L_T9475	81	66	56	57	59	48	61	73	91	40
S1_L_T9476	1	0	2	1	1	1	2	0	0	0
S1_L_T9477	69	73	47	53	47	39	31	36	52	21
S1_L_T9478	49	50	39	23	31	27	18	12	23	4
S1_L_T9479	0	4	0	1	0	1	0	0	0	0
S1_L_T948	17	16	15	10	9	4	7	8	5	2
S1_L_T9480	8	2	4	4	3	3	1	2	1	4
S1_L_T9481	49	45	46	37	36	30	24	30	24	9
S1_L_T9482	3	0	0	0	2	2	0	0	1	0
S1_L_T9483	16	11	10	7	12	6	3	3	5	3
S1_L_T9484	9	6	3	5	6	0	2	2	2	0
S1_L_T9485	0	0	1	0	0	0	0	1	1	0
S1_L_T9486	74	53	30	21	19	10	10	3	4	6
S1_L_T9487	41	21	37	42	43	23	14	10	21	2
S1_L_T9488	71	49	22	30	24	15	16	14	20	8
S1_L_T9489	5	1	6	1	1	4	1	5	5	0
S1_L_T949	14	14	9	16	13	4	2	1	1	0
S1_L_T9490	39	24	6	11	13	4	7	4	7	7
S1_L_T9491	2	2	2	0	1	0	0	0	0	0
S1_L_T9492	70	73	68	66	64	44	36	52	74	33
S1_L_T9493	18	10	8	4	10	1	4	3	3	0
S1_L_T9494	29	20	10	9	9	4	6	3	4	2
S1_L_T9495	57	35	24	33	37	10	15	37	33	14
S1_L_T9496	0	0	0	0	0	0	0	0	0	0
S1_L_T9497	34	45	40	32	50	44	43	40	69	31
S1_L_T9498	16	19	12	7	6	4	3	4	4	3
S1_L_T9499	5	3	2	3	1	1	0	0	3	0
S1_L_T95	1	1	0	0	0	0	1	1	0	0
S1_L_T950	249	179	135	110	148	91	83	86	85	30
S1_L_T9500	221	185	160	133	147	109	114	105	106	32
S1_L_T9501	45	36	19	22	16	11	6	2	8	4
S1_L_T9502	110	98	100	94	109	39	38	62	73	27
S1_L_T9503	130	107	73	65	50	36	58	26	43	38
S1_L_T9504	35	37	26	34	37	16	23	36	32	18
S1_L_T9505	22	9	6	8	11	4	8	8	7	7
S1_L_T9506	58	28	16	18	17	10	5	8	1	3
S1_L_T9507	48	46	26	26	21	9	19	5	8	2
S1_L_T9508	4	2	4	3	8	3	0	1	4	0
S1_L_T9509	131	55	47	47	62	38	37	104	78	52
S1_L_T951	3	5	3	3	6	0	2	4	1	0
S1_L_T9510	8	4	10	4	10	1	0	3	2	2
S1_L_T9511	23	12	20	14	35	4	6	32	29	7
S1_L_T9512	100	102	68	55	64	33	24	16	19	15
S1_L_T9513	55	41	55	38	71	3	9	10	12	7
S1_L_T9514	34	26	24	19	29	17	24	28	23	6
S1_L_T9515	9	5	6	2	2	1	1	1	0	2
S1_L_T9516	195	167	156	154	188	94	116	191	216	77
S1_L_T9517	130	111	42	37	37	24	22	11	21	12
S1_L_T9518	11	6	5	8	8	6	3	5	7	2
S1_L_T9519	15	3	4	12	11	1	3	15	16	1
S1_L_T952	71	40	53	54	71	23	31	97	114	67
S1_L_T9520	183	154	66	78	61	46	27	16	25	14
S1_L_T9521	5	7	3	0	6	0	3	0	5	3
S1_L_T9522	222	145	140	145	142	128	118	128	119	37
S1_L_T9523	2	1	3	0	0	0	0	4	9	2
S1_L_T9524	76	62	43	32	42	23	13	9	11	2
S1_L_T9525	74	56	51	43	36	19	20	8	9	3
S1_L_T9526	24	22	5	14	5	5	4	4	5	6
S1_L_T9527	16	14	12	5	11	7	7	6	15	7
S1_L_T9528	17	5	17	8	25	3	2	6	3	0
S1_L_T9529	44	52	37	24	32	20	17	27	33	13
S1_L_T953	62	63	30	34	54	20	10	16	17	3
S1_L_T9530	18	6	11	14	8	1	1	1	4	0
S1_L_T9531	6	3	2	1	4	0	1	2	1	2
S1_L_T9532	1	0	0	0	0	0	0	0	1	0
S1_L_T9533	95	44	63	39	65	7	5	15	20	5
S1_L_T9534	207	174	117	116	122	61	64	60	60	36
S1_L_T9535	0	0	0	1	0	0	0	0	0	0
S1_L_T9536	0	0	0	0	0	0	0	0	0	0
S1_L_T9537	50	34	34	26	24	9	14	15	21	11
S1_L_T9538	73	34	36	46	63	12	22	49	39	11
S1_L_T9539	12	14	18	15	16	16	24	23	22	13
S1_L_T954	153	131	70	113	84	64	69	51	86	49
S1_L_T9540	50	44	25	27	29	18	21	23	19	11
S1_L_T9541	70	41	45	46	78	20	25	87	113	47
S1_L_T9542	11	9	4	3	8	2	4	4	2	2
S1_L_T9543	416	301	279	261	311	175	140	181	194	41
S1_L_T9544	14	15	6	5	5	2	1	2	0	0
S1_L_T9545	1	0	1	0	0	0	1	0	0	0
S1_L_T9546	145	107	78	86	107	92	79	99	116	59
S1_L_T9547	25	16	5	8	1	7	4	0	3	1
S1_L_T9548	27	20	7	16	17	11	4	4	4	1
S1_L_T9549	6	10	5	5	3	2	3	2	6	2
S1_L_T955	16	13	10	6	11	4	9	10	12	4
S1_L_T9550	15	5	7	3	1	0	0	2	1	1
S1_L_T9551	72	62	39	45	47	25	23	17	15	7
S1_L_T9552	16	16	12	11	20	12	11	17	22	4
S1_L_T9553	28	11	19	9	16	0	3	2	4	1
S1_L_T9554	0	0	0	0	3	1	0	0	0	1
S1_L_T9555	45	54	28	29	30	25	11	17	11	4
S1_L_T9556	14	22	11	9	15	6	6	5	7	3
S1_L_T9557	19	13	7	7	10	2	7	11	12	11
S1_L_T9558	7	3	7	6	0	6	2	1	2	1
S1_L_T9559	84	48	64	54	78	12	7	28	28	10
S1_L_T956	0	0	0	0	0	0	0	0	0	0
S1_L_T9560	22	15	9	3	8	4	3	1	5	1
S1_L_T9561	0	0	1	1	0	0	1	0	0	0
S1_L_T9562	42	34	19	17	20	18	13	13	15	6
S1_L_T9563	10	14	11	5	15	8	5	6	2	4
S1_L_T9564	0	0	0	0	0	0	0	0	0	0
S1_L_T9565	79	75	73	60	77	47	49	72	90	33
